,word1,word2,freq
0,성장,함유,10
1,성장,위수,10
2,성장,어린이,10
3,성장,연구,10
4,성장,요인,10
5,성장,용법,10
6,성장,우유,10
7,성장,원료,10
8,개선,성장,10
9,성장,아이커,10
10,성장,유의,10
11,성장,유통,10
12,성장,의학,10
13,성장,이동,10
14,성장,인정,10
15,성장,인체적용시험,10
16,성장,안전,10
17,성장,아이,10
18,대표,성장,10
19,성장,승인,10
20,결합,성장,10
21,물질,성장,10
22,개발,성장,10
23,성장,성장기,10
24,무단전재,성장,10
25,성장,소비자,10
26,성장,시장,10
27,성장,신장,10
28,성장,식약처,10
29,성장,식품,10
30,성장,신뢰,10
31,결과,성장,10
32,딸기,성장,10
33,성장,신문,10
34,성장,입증,10
35,성장,장건,10
36,성장,장은영,10
37,검증,성장,10
38,성장,편의,10
39,성장,표준편차,10
40,성장,학교,10
41,성장,한방,10
42,성장,형태,10
43,성장,호응,10
44,성장,확인,10
45,성장,장판,10
46,성장,활성,10
47,성장,황기,10
48,성장,황기추출물등복합물,10
49,성장,후성,10
50,기식,성장,10
51,건강,성장,10
52,성장,출시,10
53,성장,추출물,10
54,분말,성장,10
55,성장,최초,10
56,김호곤,성장,10
57,성장,최근,10
58,성장,차별,10
59,성장,증가,10
60,성장,중요,10
61,성장,주간,10
62,성장,종근당건강,10
63,성장,조절,10
64,성장,제품,10
65,성장,제약,10
66,성장,점수,10
67,성장,저작권자,10
68,성장,재배포,10
69,기자,성장,10
70,매니저,성장,10
71,사진,성장,10
72,복용,성장,10
73,대리,성장,10
74,단신,성장,10
75,과학,성장,10
76,브랜드,성장,10
77,복합,성장,10
78,단백질,성장,10
79,금지,성장,10
80,병원,성장,10
81,김영주,성장,10
82,섭취,성장,10
83,기능,성장,10
84,경희대,성장,10
85,ht042,성장,10
86,아이커,출시,7
87,아이커,추출물,7
88,개선,아이커,7
89,아이커,최초,7
90,아이커,최근,7
91,아이커,차별,7
92,아이커,점수,7
93,아이커,주간,7
94,아이커,중요,7
95,아이커,제약,7
96,아이커,제품,7
97,아이커,조절,7
98,아이커,편의,7
99,아이커,증가,7
100,시장,아이커,7
101,아이커,종근당건강,7
102,개발,아이커,7
103,결합,아이커,7
104,아이커,표준편차,7
105,아이커,황기추출물등복합물,7
106,김영주,아이커,7
107,병원,아이커,7
108,기자,아이커,7
109,분말,아이커,7
110,소비자,아이커,7
111,ht042,아이커,7
112,대리,아이커,7
113,아이커,후성,7
114,결과,아이커,7
115,아이커,황기,7
116,아이커,학교,7
117,아이커,활성,7
118,아이커,확인,7
119,아이커,호응,7
120,아이커,형태,7
121,아이커,함유,7
122,아이커,한방,7
123,아이커,장판,7
124,무단전재,아이커,7
125,딸기,아이커,7
126,아이커,재배포,7
127,아이커,저작권자,7
128,검증,아이커,7
129,성장기,아이커,7
130,아이커,연구,7
131,단신,아이커,7
132,승인,아이커,7
133,아이커,어린이,7
134,아이,아이커,7
135,아이커,안전,7
136,브랜드,아이커,7
137,복합,아이커,7
138,금지,아이커,7
139,과학,아이커,7
140,기식,아이커,7
141,아이커,요인,7
142,대표,아이커,7
143,매니저,아이커,7
144,기능,아이커,7
145,물질,아이커,7
146,단백질,아이커,7
147,김호곤,아이커,7
148,신장,아이커,7
149,건강,아이커,7
150,섭취,아이커,7
151,식약처,아이커,7
152,식품,아이커,7
153,복용,아이커,7
154,아이커,용법,7
155,아이커,유통,7
156,아이커,인체적용시험,7
157,아이커,인정,7
158,아이커,우유,7
159,아이커,이동,7
160,경희대,아이커,7
161,아이커,의학,7
162,아이커,장건,7
163,신문,아이커,7
164,신뢰,아이커,7
165,아이커,유의,7
166,아이커,위수,7
167,사진,아이커,7
168,아이커,장은영,7
169,아이커,원료,7
170,아이커,입증,7
171,기능,분말,6
172,기능,복용,6
173,기능,기자,6
174,결과,기능,6
175,기능,복합,6
176,금지,기능,6
177,기능,병원,6
178,기능,기식,6
179,기능,물질,6
180,기능,매니저,6
181,경희대,기능,6
182,기능,무단전재,6
183,기능,김호곤,6
184,기능,단백질,6
185,검증,기능,6
186,기능,단신,6
187,기능,딸기,6
188,기능,대표,6
189,기능,대리,6
190,과학,기능,6
191,기능,김영주,6
192,기능,안전,6
193,기능,브랜드,6
194,기능,입증,6
195,기능,중요,6
196,기능,주간,6
197,기능,종근당건강,6
198,기능,조절,6
199,기능,제약,6
200,결합,기능,6
201,기능,점수,6
202,기능,저작권자,6
203,기능,재배포,6
204,기능,장판,6
205,기능,장은영,6
206,기능,장건,6
207,기능,인체적용시험,6
208,기능,사진,6
209,기능,인정,6
210,기능,이동,6
211,기능,의학,6
212,기능,유통,6
213,기능,유의,6
214,기능,위수,6
215,기능,원료,6
216,기능,우유,6
217,기능,용법,6
218,기능,요인,6
219,기능,연구,6
220,기능,어린이,6
221,기능,아이,6
222,기능,증가,6
223,기능,차별,6
224,기능,최근,6
225,기능,섭취,6
226,기능,성장기,6
227,기능,소비자,6
228,기능,승인,6
229,기능,시장,6
230,기능,식약처,6
231,기능,식품,6
232,기능,신뢰,6
233,기능,신문,6
234,기능,신장,6
235,기능,황기추출물등복합물,6
236,기능,황기,6
237,기능,활성,6
238,기능,확인,6
239,기능,호응,6
240,기능,형태,6
241,기능,함유,6
242,기능,한방,6
243,기능,학교,6
244,기능,표준편차,6
245,기능,편의,6
246,기능,출시,6
247,기능,추출물,6
248,건강,기능,6
249,기능,최초,6
250,기능,후성,6
251,기능,제품,6
252,개발,기능,6
253,ht042,기능,6
254,개선,기능,6
255,대표,종근당건강,4
256,유의,종근당건강,4
257,소비자,종근당건강,4
258,인정,종근당건강,4
259,개발,종근당건강,4
260,연구,종근당건강,4
261,신장,종근당건강,4
262,재배포,종근당건강,4
263,저작권자,종근당건강,4
264,기식,종근당건강,4
265,시장,종근당건강,4
266,식품,종근당건강,4
267,매니저,종근당건강,4
268,무단전재,종근당건강,4
269,신뢰,종근당건강,4
270,검증,종근당건강,4
271,안전,종근당건강,4
272,점수,종근당건강,4
273,단백질,종근당건강,4
274,과학,종근당건강,4
275,위수,종근당건강,4
276,성장기,종근당건강,4
277,개선,종근당건강,4
278,제약,종근당건강,4
279,딸기,종근당건강,4
280,어린이,종근당건강,4
281,제품,종근당건강,4
282,결과,종근당건강,4
283,장판,종근당건강,4
284,건강,종근당건강,4
285,종근당건강,황기,4
286,우유,종근당건강,4
287,단신,종근당건강,4
288,기자,종근당건강,4
289,경희대,종근당건강,4
290,복합,종근당건강,4
291,인체적용시험,종근당건강,4
292,김호곤,종근당건강,4
293,입증,종근당건강,4
294,복용,종근당건강,4
295,사진,종근당건강,4
296,식약처,종근당건강,4
297,금지,종근당건강,4
298,물질,종근당건강,4
299,용법,종근당건강,4
300,신문,종근당건강,4
301,대리,종근당건강,4
302,원료,종근당건강,4
303,장건,종근당건강,4
304,결합,종근당건강,4
305,아이,종근당건강,4
306,ht042,종근당건강,4
307,요인,종근당건강,4
308,장은영,종근당건강,4
309,의학,종근당건강,4
310,병원,종근당건강,4
311,김영주,종근당건강,4
312,섭취,종근당건강,4
313,이동,종근당건강,4
314,유통,종근당건강,4
315,승인,종근당건강,4
316,종근당건강,형태,4
317,종근당건강,추출물,4
318,종근당건강,편의,4
319,종근당건강,최초,4
320,종근당건강,최근,4
321,종근당건강,표준편차,4
322,종근당건강,황기추출물등복합물,4
323,종근당건강,차별,4
324,종근당건강,증가,4
325,종근당건강,출시,4
326,종근당건강,한방,4
327,종근당건강,중요,4
328,종근당건강,함유,4
329,종근당건강,학교,4
330,종근당건강,활성,4
331,종근당건강,확인,4
332,브랜드,종근당건강,4
333,종근당건강,호응,4
334,종근당건강,후성,4
335,조절,종근당건강,4
336,종근당건강,주간,4
337,분말,종근당건강,4
338,어린이,원료,3
339,출시,함유,3
340,인정,출시,3
341,출시,한방,3
342,대표,어린이,3
343,출시,학교,3
344,출시,형태,3
345,출시,표준편차,3
346,김호곤,제품,3
347,출시,편의,3
348,요인,제품,3
349,병원,출시,3
350,장은영,제품,3
351,출시,호응,3
352,의학,제품,3
353,신장,어린이,3
354,출시,확인,3
355,출시,활성,3
356,출시,황기,3
357,장은영,출시,3
358,출시,황기추출물등복합물,3
359,출시,후성,3
360,김영주,제품,3
361,어린이,위수,3
362,장판,제품,3
363,어린이,유의,3
364,개발,제품,3
365,장판,출시,3
366,어린이,인정,3
367,제품,표준편차,3
368,최초,출시,3
369,어린이,인체적용시험,3
370,시장,어린이,3
371,어린이,입증,3
372,병원,제품,3
373,최근,출시,3
374,무단전재,어린이,3
375,연구,제품,3
376,신장,제품,3
377,개발,출시,3
378,이동,제품,3
379,결과,제품,3
380,무단전재,제품,3
381,어린이,이동,3
382,섭취,출시,3
383,대표,출시,3
384,개발,어린이,3
385,어린이,의학,3
386,연구,출시,3
387,추출물,출시,3
388,결과,출시,3
389,무단전재,출시,3
390,어린이,유통,3
391,금지,어린이,3
392,브랜드,어린이,3
393,김호곤,어린이,3
394,대표,제품,3
395,섭취,제품,3
396,ht042,출시,3
397,ht042,제품,3
398,복합,어린이,3
399,신뢰,어린이,3
400,용법,출시,3
401,입증,출시,3
402,복용,제품,3
403,어린이,연구,3
404,경희대,출시,3
405,사진,제품,3
406,우유,출시,3
407,물질,출시,3
408,입증,제품,3
409,인체적용시험,제품,3
410,기자,제품,3
411,식약처,출시,3
412,복용,출시,3
413,승인,어린이,3
414,식품,어린이,3
415,경희대,어린이,3
416,단신,출시,3
417,신문,어린이,3
418,복합,제품,3
419,유통,출시,3
420,아이,어린이,3
421,원료,출시,3
422,우유,제품,3
423,단신,제품,3
424,경희대,제품,3
425,인체적용시험,출시,3
426,금지,출시,3
427,김호곤,출시,3
428,어린이,요인,3
429,식약처,제품,3
430,결합,어린이,3
431,아이,제품,3
432,섭취,어린이,3
433,소비자,출시,3
434,어린이,우유,3
435,물질,어린이,3
436,아이,출시,3
437,인정,제품,3
438,요인,출시,3
439,장건,출시,3
440,승인,제품,3
441,대리,출시,3
442,기자,어린이,3
443,결합,제품,3
444,김영주,어린이,3
445,단신,어린이,3
446,어린이,용법,3
447,장건,제품,3
448,승인,출시,3
449,결합,출시,3
450,복용,어린이,3
451,신문,출시,3
452,대리,제품,3
453,금지,제품,3
454,신문,제품,3
455,용법,제품,3
456,사진,출시,3
457,대리,어린이,3
458,ht042,어린이,3
459,물질,제품,3
460,어린이,장건,3
461,건강,제품,3
462,재배포,제품,3
463,제품,황기추출물등복합물,3
464,어린이,활성,3
465,어린이,확인,3
466,브랜드,제품,3
467,제품,황기,3
468,개선,제품,3
